idx,class,conversation
1729,3,"나 분명히 말했다
왜 이러세요 대화로해요
대화하자는 놈이 계속 그래?
신고할거에요
신고 하기전에 넌 이세상에서 사라질거야
진정하시고 내 말 좀 들어보면 달라질겁니다
그래? 지킬수 있어?
네네 정말입니다
진짜 마지막이다
기회주시면 잘 하겠습니다"
1733,3,"여보 우리 너무 생활하기 힘든 것 같아.
그러게요. 무슨 방법이 없을까요? 
방법이 있긴한데 .
어떤 방법인데요 ?
여보 혹시 나 믿어?
믿지요.
그럼 딱 지금 한 번만 차에 치어보는 거 어때?
네? 그게 무슨 말도 안되는 소리에요!
방법이야. 나 믿는다며. 가벼운 정도면 사는데 지장 없을거야.
여보 미쳤어요? 어떻게 그런 위험한 짓을 하라는 거에요.
그럼 당신이 돈을 벌어다 주던지. 그것도 못하면 몸으로라도 떼우란 말야! 내려!
그래도 여보 이 방법은 아닌 것 같아요. 여보 하지말아요!"
1735,3,"어서 서두르는게 좋은거야
 저는 가진게 없어요
그래? 이걸보고도 그런 말이 나와?
엄마!!!
 그렇지 이렇게 나와야지
얼마면 되나요
아까 같은 말하면 다시는 부모님 못볼꺼야
네 죄송합니다
얼른 서두르는게 좋을꺼야 빨리 !
 조금만 시간을 더 주세요 흑"
1744,3,"저기요 이곳 저곳에 돌아 다니시면 안돼요 확진되셨잖아요
나 건들기만 해봐 모든 사람에게 전염시켜 버릴거니까
네 죄송해요 건들지 않을 테니 같이 병원갑시다. 살아야죠
시끄러 내가 이 교회에 있겠다는데 무슨 상관이야
계속 교회에 있으시면 교인들 다 전염 되잖아요 그래도 괜찮아요?
시끄러 이 죄인아 썩 꺼져라
자꾸 그러시면 무력을 사용할수 밖에 없어요
뭐 이 자식아 니도 전염 돼 봐라
아니 뭐하시는 거에요 왜 껴안고 미쳤어요 이거놔
시끄러 니도 똑같이 당해봐
경찰 경찰 불러"
1753,3,"너 어디야?
 저요? 저 집인데요?
 지금 당장 당신 집에 불을 붙일 예정인데
 네? 지금요? 제가 어떻게 하면 불을 안 붙이시나요?
 내 말을 잘 들으면 돼. 내가 하라고 하는 것만 하면 된다.
 네.?? 당신이 누구인지도 모르는데 제가 왜.
 아하 당신 딸 아이도 지금 집에 있을텐데 같이 불로 인해 죽고 싶은가보지?
 안돼요! 뭘 어떻게 하기를 원하나요?
 그렇게 진작 나올 것이지. 당분간 10분동안 통화를 끊지 않도록 해.
 10분 안에요?. 네 알겠습니다."
1754,3,"야 애들한테 나랑 안 사귄다 그러면 나 바로 죽어버릴거야
너랑 안 사귀는데 애들한테 어떻게 그렇게 말해 나 그리고 좋아하는 사람 있단 말이야
아 그래.? 나 죽는거 보고 싶은거지? 나 유서에 너때문에 죽는다고 쓸거야 각오해
아 제발. 너가 죽기를 바라지 않아 하지만 어쩔 수 없는 상황이잖아
뭐가 어쩔 수 없는 상황이야 그럼 나한테 왜 그렇게 잘해줬어.? 사람 착각하게 만들고
그건 같은 모둠이라 그랬던거야 다같이 좋은 점수 받아야 하니까
그럼 적당히 나댔어야지 세상 제일 착한 척 그래 그냥 너도 죽고 나도 죽자
야 밀지마 왜 이래 떨어져 미쳤어?
그니까 애들한테 사귄다고 말하는 게 죽는거보다 어렵니? 죽기 싫으면 빨리 말해
알겠어 말할테니까 제발 진정해
지금 당장 말해 안 그러면 너 밀고 나도 떨어져서 죽어버릴거야"
1760,3,"그러니까 시키는 일만 했어야지
어디를 더 부러뜨려 줄까
시키는대로 했잖아!
그 사람을 풀어주라는 건 시킨 적이 없어
그건.
이번엔 오른쪽 손이 좋겠다.
자 여기 망치
그만해 아파!
시키는 일만 했으면 이럴 일 없지
때리는 거 재밌어"
1764,3,"너무 시끄러워요.
뭐? 당신 지금 뭐라고했어?
여기 혼자지내는 공간 아닌데 조용히 해주세요.
내가 내입으로 떠드는데 당신이 무슨상관이야?
다른사람들한테 피해가 가잖아요.
피해가 가던말던 내가 상관할 바 아니야.
네. 그러면 오늘도 시끄러워서 잠을 못자겠네요.
내알바 아니잖아 당신이 더 시끄러워. 빨리 가. 어디 휘발유 없나 확다 불싸질러버리게. 
.네? 
휘발유 부어서 다 불싸질러버리겠다고 너네 다! 내가 내맘대로 하지도 못해??"
1766,3,"야! 너 내 말이 우습게 들려? 
손님! 제가 뭘 어쨌는데요?
니 표정이 지금 날 우습게 보잖아.
무슨 소리에요? 제 표정이 뭐 어떻다고 그래요?
이게 끝까지 사람 무시하고 모른 척 하네.
됐습니다. 그냥 나가주세요. 주문 안 받겠습니다.
나가지 말라고 그래도 나갈거야.
네. 네. 
너 여기서 딱 기다리고 있어. 내가 회칼 사가지고 와서 쑤셔줄라니까
지금 뭐라고 하셨습니까?
내가 너 죽여버린다고."
1767,3,"너 지금 장난하니?
아니 장난 아닌데?
근데 왜 그렇게 행동해? 내가 그렇게 하면 가만 안 둔다고 했지?
미안해. 다신 안 그럴게.
나 진짜 장난 아니다. 너 이렇게 하면 내가 손모가지를 부러뜨릴 거야.
알겠어. 이번엔 진짜 제대로 할게.
개만도 못한 새끼. 마지막 기회다.
알겠어.
진심이야. 네 말 못 지키면 다시는 그 손 못 쓸 줄 알아.
알겠어. 알겠어."
1775,3,"너 손에 그거. 대체 뭐야?
내가 오늘만을 기다렸다. 계속 기다렸어.
내가 분명 그 일은 사과했잖아! 난 법의 처벌도 받았어!
법은 법대로고 나는 아직 끝나지 않았어. 내 아내를 죽이고 고작 5년이 말이 돼?
따질거면 정부에 따져! 난 이제 새삶을 살거야!
. 너 내 손에 이게 뭔지 물었지? 너를 위해 준비한 염산이다.
뭐? 염산!?
그래. 잘하면 죽지는 않겠지만 평생 너에게 남을 흉터를 남겨주겠지.
어이! 진정하고 손에서 내려놔! 내가 다시 한번 사과할게!!
평생 고통 속에서 살아라!"
1778,3,"이봐 범강! 장달!
예!
예 장군님!
내일까지 관우형님의 복수전을 위한 흰색 갑옷을 10만벌 준비하라!
예???
내일까지요??? 그건 어렵습니다.
못하겠다고??? 내일까지 못한다면 목을 치겠다!!!
아.하지만.
못하겠다고 ? 그럼 죽이는 수밖에
하겠습니다!
하겠습니다!!!!"
1780,3,"좋게 말할때 들어야지. 시간 충분히 줬는데.
네 알고 있습니다. 계속 구하는 중이에요. 조금만 더 시간을 주세요.
가족까지 얘기 안 하려고 했는데 얘기해야겠어.
안돼요. 제발 한번만 봐주세요. 저희 남편이 알면 저는 죽어요.
내 손에 피 안묻히고 잘됐네.
일주일만 시간 더 주세요. 꼭 준비 해놓을께요.
그래? 이번 한 번만 속아주지.
네 꼭 지키도록 할께요.
약속 안 지키면 재밌는 일 일어날테니 명심해.
명심하겠습니다."
1783,3,"선택해. 니 딸에게 독이 든 와인을 마시게 할지 니가 아는 걸 전부 말할지.
 뭐? 안돼! 당신은 미쳤어.
 니가 지금 당장 그 사건에 대해 사실대로 말하지 않는다면 레스토랑에 있는 당신 딸에게 독이 든 와인이 전달될거야.
 제발.내 딸은 건드리지마
 그럼 당장 니가 아는 걸 전부 말해!!!!!!!!!!
 난 아는게 없어 정말이야. 제발.가족은 건드리지마. 부탁이야.
 어쩔 수 없군. 김비서 진행해.
 아악!!! 안돼!!! 알겠어!! 다 말할게. 내가 아는 건 전부 다!!! 대신 내 딸은 냅둬!!!
 진작 그렇게 나왔어야지.
 흑.젠장."
1789,3,"저 녀석 입니다. 물건 훔쳐간 놈
너 이 자식 너 때문에 얼마나 피해를 봤는줄 알아 
아파 아파 죄송해요
이 도둑놈 자식 반신불구로 만들어 주마
저기요 그렇다고 죽일듯이 패버리면
야 비켜 너도 맞고 싶어?
아니 저한테 지금 협박하시는 거에요?
너 이 도둑한테 편들어 주는거야?
살려주세요
그렇다고 너무 심하게 때리니까 그렇죠
비켜 임마 너도 때려줄까?"
1799,3,"지금 주소를 보낼테니 당장 내가 있는 곳으로 와.
 싫어. 지금 장난해? 내가 거길 왜가
 뭐? 오지 않겠다고.? 무슨일이 일어날지 나도 장담못해
 헛소리하지말고 전화끊을께
 이렇게 나온다면 나도 어쩔 수 없어.!!! 그럼 너와 가장 친한 친구를 죽일수밖에.
 뭐.? 지금 뭐라고 했어?
 그렇게 나온다면 너와 가장 친한친구인 이영선을 죽일 수 밖에 없다고!!
 자.잠시만. 왜 이렇게까지 하는건데.
 그건 너가 더 잘 알겠지. 난 많이 참았다고
 우선 연선이 건들지말고 나랑 만나자"
1802,3,"입금받았으니 물건 빨리 보내시죠
 당분간 바빠서 그래요
 장난하십니까.벌써 몇번째에요
 안보낸다는거 아니잖아요.
 환불안해주고 오늘 안으로 안보내면 가만안있어요.
어쩔건데?
 니네집 찾아가서 다 죽여버린다
 협박하냐. 물건환불 다없다
 신고고 뭐고 너 가만안둬
그러시든가"
1807,3,"내가 공항에 지금 폭탄을 설치했다
무슨말도안되는 소리를 하십니까
장난같나?
고객님 침착하시고 요구사항이 있으십니까?
요구사항?없는데?
고객님 폭탄을 설치하신 이유라도 있으십니까
이미 내가 원하던 날짜에 못떠나게됐어
고객님 최대한 원하시는 날짜로 예약해드리겠습니다.
벌써 비행기는 떠났다 버튼한번 누르면 끝이다 다 죽여버릴거야
고객님 진정하시고 요구사항을 말씀해주십시요"
1819,3,"내 남편이랑 언제부터야 너
당신이 상상도 못할 만큼 오래 됐어요
너. 원래 이렇게 뻔뻔하니?
뻔뻔한 건 오빠 마음 떠난 거 뻔히 아는데도 모르는 척 하는 당신이죠.
너. 너희 둘 내가 가만 안둘 거야
당신이 뭘 할 수 있는데요?
둘 다 내가 얼굴 못들게 다니게 할거야.
간통도 폐지된 마당에 참 무섭네요
내가 니들. 갈기갈기 찢어버릴거야
네 마음대로 하세요"
1822,3,"뭘 봐 미친새끼야.
네.?
왜 쳐다보냐고.
.
아저씨 왜 이러세요.
다들 죽고싶지? 죽여줄게.
이러지마세요.
왜 이러세요.
다 뒤져야 정신을 차리지. 너네 다 죽어!
하지마세요.
왜 그렇게 쳐다보냐고. 
제발. 그만하세요.
눈알 뽑아버린다. 
진짜 미친 사람같애. 아씨.
죽여버릴거야. 다 죽을줄 알아.
살려주세요. 도와주세요.
이제와서 뭘 살려달래. 이리와.
도와주세요. 여기 이상한 사람 있어요.
그 주둥이부터 찢어버려야겠다. 이리와.
제발 그만하세요.
너네 다 죽일거라고. 죽여줄게."
1824,3,"어서 말해!
 저는 아무것도 없어요
그래? 이걸보고도 그런 말이 나와?
아들아!!!
 그렇지 이렇게 나와야지
뭘 하면 되나요
아까 같은 말하면 다시는 아들 못볼꺼야
네 죄송합니다
이딴식으로 나오면 둘다 죽어
 조금만 시간을 더 주세요 흑"
1837,3,"지금 나와 헤어지자고? 한 번만 더 그딴 소리하면 각오해.
뭘? 내가 겁먹을 줄 알아?
나 너네 본가도 어디있는지 알고 너네 부모랑 동생이랑 다 알아.
그래서 뭐?
그래서? 확 찾아가서 칼로 찌를까보다. 난 한다면 하는 사람이야. 너도 잘 알지 않아?
너 너라고 설마 사람을 찌르겠어?
그래. 궁금하면 헤어지자고 한 번 더 해봐. 그럼 내가 사람을 찌를 수 있는지 없는지 알겠지.
알 알겠어. 헤어지자고 하지 않을게.
진짜 한 번 더 하면 그땐 다 죽는거야.
알았어."
1839,3,"얘기해 아니면 여기서 이빨 뽑혀 나가서 벙어리로 살지 선택하던가. 
정말로 모릅니다.
하나 뽑히면 나오나? 뭐 좋아. 강냉이 다 털리고 나면 말 하고 싶어도 못해요.
정말로. 아는게 없습니다. 말하려 해도 아는 것이 없어요. .
모른다면 어쩔 수 없지. 야 하나 뽑아봐라.
네 형님!
히이익! 정말. 제가 아는거라곤. 그.! 아 맞아 그 날 밤에.
그래 이제야 말이 통하는 모양이군. 
그 날 밤에 어떤 여자가 선착장에서 무언가를 끌어올리는 것을 봤어요.
어떤 여자?"
1840,3,"? 예상이 가지? 대화를 하러 왔어.
 눈을 가리고 의자에 묶어둔 채로?
 거절할 수 없는 제안을 하나 하지. .
 별로 듣고 싶지 않은데 특히 네 영어 발음 때문에.
 네 은 중요한게 아니라서. 지금 네 뒤통수를 터치하고 있는 게 뭔지 알겠어?
 대화에 쓰는 물건이 아니라는 알겠어.
 대부 시리즈도 못 봤나? 이게 원래 제안의 정석이야.
 협박의 정석이겠지. 도대체 원하는 게 뭔데?
 모르는 척 하지 말고 네가 어젯밤 사무실에 침입한 거 알고 있어. 물건 제자리에 갔다 놔라.
 싫다면?
 비유가 아니라 문자 그대로 네 머리통이 날아가겠지 킹스맨 후반부의 씬처럼. ! 하는 순간 두개골에 구멍이 뚫려 피와 뇌수가 철철 새는 그런 짜릿한 장면을 너도 함께 시청할 수 있다면 정말 좋을 텐데 말이야.
 이제 와서 그런 거에 겁먹을 거라 생각했나 영화광?
 지금 내가 들고 있는 게 1911. 이 권총에 대해 지겹도록 말했었지? ' 네 사랑스러운 피앙세를 위해 준비해 둔 건 뭘까?
 초콜릿 박스는 아니겠지 이 악마 같은 자식아.
 독일 국적인 걸 반영해서 특별히 1을 주문했지. 저택으로 스나이퍼를 보냈고 그녀는 이미 스코프 안에 있어. 내가 오더만 내리면 바로 .
 시키는 대로 하겠어. 그녀의 손끝도 건드리지 마.
 그게 현명한 자세지."
1841,3,"죄송하지만 여기는 저희가 차를 세워야 하니 차를 좀 빼주실수 있을까요?
뭐?여기가 니 땅이야?
아.아니요 저희땅은 아닌데요.
근데 왜 세우라마라 지랄이야?
저희땅은 아니지만 저희집 앞이고 이동네는 각자 자기앞에 자기차를 주차합니다 그러니 차.
싫은데? 내가 내가 세우겠다는데!! 죽고 싶지 않으면 비켜 !!
그럼 저희는 차를 어디다 세우라는 말씀이신가요?.
내가 알빠야? 내가 말했다 죽고싶지 않으면 비키라고!! 차로 밀어버리기전에!!
이렇게 막무가내로 하신다면 경찰을 부르겠습니다!!
뭐? 경찰?? 그래불러 경찰 !!경찰와도 별 소용없을걸? 그리고 그뒤에 당신이 무사할수 있을지 어디 두고보자고 불러봐 경찰!! 부르라고!!!
.하."
1844,3,"내가 싯팔 영화 스포하지 말랬지
.
오징어게임 아직 보지도 않았는데 비밀을 알아버렸어 싯팔롬아.
본 줄 알았지 
웃어?
아 장난이지
이 식칼도 장난으로 보임?
아 다음부터는 안한다고 
다음은 없다. 슉.슈슛.슉.슈슉.슉.시팔롬아.
."
1847,3,"난 그 돈이 필요해
그건 당신의 것이 아닙니다.내 것도 아니구요
머리를 굴려봐.너 머리 좋자나
저보고 죄를 지으라는 건가요?감옥에 갈 수도 있어요
난 돈을 원하고 넌 감옥에 가면 안되니까 잘 해야겠지
못합니다.못해요
네 참하게 생긴 여동생 요즘도 그 회사 다니지?
뭐.뭐라구요??
곧 결혼한다는 얘기도 들리던데 오빠가 방해하면 되겠어?.잘 생각해
."
1851,3,"증거도 없이 그렇게 말하지 말라고했지?
증거? 증거는 만들면 그만이야
적당히 하라고 했다
내가 못할거 같아?
헛소리 계속 하면 너희 동생 가만히 안둔다
내동생 건들지마
자꾸 내 성질 건들지마 너희동생 신체 멀쩡하게 보고싶으면
내동생은 아무상관없어!
동생도 가족이니깐 같이 교통사고로 전신마비 시켜줄게
너 협박죄로 고소할거야 두고봐"
1857,3,"핸드폰 버리고 조용히 따라와. 허튼짓하면 칼로 죽인다.
살려주세요!! 거기 누구 없어요?
뒈지기 싫으면 그 입 닥쳐. 조용히 따라오면 목숨은 살려줄게. 
갑자기 왜이러시는거에요?
이새끼가. 니가 나한테 잘못한거 잊었어? 
무슨 말씀 하시는 거에요? 자꾸 이러시면 경찰 부를거에요.
얌전히 있어야지. 안그러면 지금 죽여버린다? 말귀를 못알아 쳐먹나.
목숨만 살려주세요. 잘못했어요.
가만히 있으면 중간은 갈텐데 왜 사람 신경을 긇어? 대가리가 달렸으면 생각을 해.
죄송해요. 목숨만 살려주세요."
1858,3,"너가 감히 날 버리고 다른 여자랑 만나? 오늘 끝장을 보자
야 뭔소리야. 우리 헤어졌잖아. 이제 더 이상 연락 안 하고 살기로 했잖아.
그래 그렇게 말한지 몇 달 됐다고 벌써 다른애랑 사귀냐고. 난 아직도 너 좋아했어. 근데 그걸 무시한거야 너는. 그럼 그의대한 대가는 치뤄야지.
서로 마음 접고 끝난건데 나보고 어떡하라고. 나도 새로운 삶을 살아야지. 우리가 만나던 도중 내가 다른 여자랑 사귀는 게 아니잖아.
그랬으면 나한테 더 혼나야지. 애초에 나랑 헤어졌어도 나한테 연락도 하고 사귀는지 말을 했어야지. 나만 지금까지 일방적으로 너 좋아했잖아.
그게 왜 내 탓이야. 야 빨리 이거 풀어줘. 나 집에 갈래. 빨리 풀어주라고. 내가 이래서 너가 무서운거야. 뭔 짓을 할 지 몰라서.
그래? 그럼 내가 재밌게 해줄게. 너 다른 여자랑 못 만나게 만들어줄게.
야 뭐하는 짓이야. 그 여자랑 관계 다 정리할게 빨리 풀어줘 제발.
아니. 이미 결심했어. 너 몸속에 있는 피까지도 다 내가 가질거야. 가만히 있어 최대한 안 아프게 빨리 피 빼줄테니까
야 안돼!! 하지마!! 제발 하지마! 나 죽기 싫어 죽기 싫단말이야."
1864,3,"여보 저 어머니 수발 들기가 힘들어서 그러는데 어머니 요양병원으로 보내면 안될까요?
뭐라고? 이 불효막심한 여편네를 봤네
네 미안해요 하지만 저도 누워만 계시는 어머니 똥오줌 다 받고 벌써 4년이나지났어요
그래서 뭐? 생색이라도 내는거야?
그게 아니라 이제 우리아이들도 손이 많이 갈 시기인데 챙겨야죠.
누가 챙기지 말라해? 어?? 애들도 보고 어머니도 보고 하면 되잖아
그게 아니라 제가 너무 힘들어서 그래요
아 니가 힘드니까 불쌍한 우리엄마 범죄자같이 병원에 집어 넣자고?
그건 뜻은 아니였어요. 그냥 우리모두를 위해서
우리모두가 아니라 너를 위해서겠지 한번만더 그런소리하면 그때는 아내고 뭐고 칵시 정신 차릴때까지 맞을 준비해"
1865,3,"한번만 기회를 주세요
오늘까지 몇번인지 알아
진짜 이번달안에는 어떻게든 찾아오라는거 꼭 할게요
어림도없는 소리하지마
정말입니다
이소리를 얼마나 들었는데
시간만 더 주시면 할수있어요
이번달은 너무 길고 일주일 시간준다 이번이 마지막이야 안그럼 니 동생이 위험해지는수가 있어
네 꼭 하겠습니다
1주 뒤에 보자"
1866,3,"어이 이쁜이 시간이 지났는데 약속을 안지키네
네.엄마가 아프셔서.
그래 엄마가 많이 아프시노?
네 병원에 입원하시고 있어요
그래도 씨발년야 니 의무는 해야지. 왜 돈은 안가지고 오는거야? 엉!!
드릴려고 했는데 엄마가 갑자기 아프셔서.
이런 씨발 잡년이 있나? 잘됬네 장기라도 팔어!!
조금만 봐주세요. 아저씨도 부모가 있잖아요.
야!!! 잡소리 치우고 장기팔아갖고와!!
조금만 시간을 주세요"
1869,3,"넌 진짜 겁대가리를 상실했구나? 그러고도 그렇게 행동할 수 있니?
 지랄. 네가 뭐라고?
 너 진짜 내가 가만 안 둔다. 나 건들이지마.
 네가 뭘 할 수 있는데? 한 번 해보시든가. 웃기고 있어.
 그래. 그렇게 날 더 자극해봐. 본 때를 보여줄게.
 와 진짜 너무 기대된다. 무서워서 오줌 쌀듯.
 나 배신하면 나만 죽게 안 나둬.
 그건 어떤 상황이냐에 따라 달라.
 너만 무사한 게 아닐 줄 알아.
 알겠어. 이제 적당히 해. 나도 선 지킬테니까."
1870,3,"알라신의 이름으로 네놈의 목을 잘라버릴 것이다.
살려주세요.
알라신을 믿겠다고 말해.
나는 크리스천이에요 그럴 수 없어요.
당장 너를 참수할 것이다.
오 하느님 제발 살려주세요.
네가 믿는 신은 누구지? 어서 대답해.
제발 살려주세요.
네 목을 자르겠다!
오오 하느님!!"
1873,3,"지금 당장 뉴스 기사 내가 불러준 대로 보도 해
 팩트 체크가 되지 않은 기사는 낼 수 없습니다.
 빨리 기사 써 달라고 !
 진실만을 기사로 보도 할 수 있습니다.
 쓰레기 같은 새끼가 기사 쓰라는데로 쓰면되지 왜 계속 안 써주는거야. 부산 초등학교 박지수 니 딸 맞지?
 어떻게 내 딸을 .
 자꾸 이런 식으로 하면 딸 죽여 버릴거야.
 뭐라고 ? 내 딸은 건들지마
 아주 고통스럽게 칼로 죽여버릴거야.
 너 협박죄로 고소 할 거고 기사도 절대 안써줄거야."
1878,3,"너 이리와봐
저 지금 바빠서요
내 손에 든게 안보여?
왜 그러세요
괜히 내 신경건드렸다간 너 다칠 줄 알아
제발 해치지말아주세요
겁먹지마 얌전히 굴어
제발 보내주세요
내 말만 잘 들으면 보내주지
원하는게 뭐예요?"
1898,3,"야 그런식으로 말을 올려야 겠냐?
뭐야 여긴 어디야?
뭐야 넌 여긴 어디야 오 넌 요즘 잘나가는 김지은이구나
하나 이게 진짜 상황 파악을 못하네
뭐 죽여볼거냐 죽여봐 너 나도 배우라서 날 죽이면 다 알려질 텐데
야 말 조심해 어처피 너도 죽고 나도 죽을거야
아 아파
야 나도 영화 찍은 배우인데 공개적으로 심한 모욕하면 어떡하냐
미안해.
내가 영화를 편하게 찍었는줄 아냐?
야 너 이러고도 무사할거라 생각해 당장 이 짓 그만 둬
넌 죽은 다음 불에 태워 질 줄 알아"
1900,3,"우리 정말 안 맞는 것 같아 ! 그만 헤어져 !
 내가 잘할게 한번만 더 생각해봐 .
아니야. 충분히 생각했어 ! 헤어지는 게 맞는것 같아.
 내가 너한테 어떻게 했는데 네가 나한테 그럴수 있어?
 더 만나봤자 시간낭비야 . 
너 가만 안둘거야! 다시 한번 헤어지자고 하면 그땐 내가 널 죽여버릴지도 몰라!
너 지금 나 협박하는거야? 원래 이렇게 폭력적인 사람이였어?
협박아니야! 진짜 죽여버릴거야!
나 이거 다 녹음하고 있어 ! 너 경찰서에 신고할거야! 신고하기전에 알아서 좋게 마무리 하는게 어때?"
1910,3,"다 죽여버릴꺼야!!! 가스통 이거 터트리고 다 같이 죽는거야!!! 
선생님 일단 진정하시고요. 
진정? 니들이 내 기분을 알아? 20년 일한 직장에서 하루아침에 내쫓긴 내 기분을 아냐고
알죠 알죠 알아요 그러니까 진정 좀 하세요
진정은 무슨 !!! 다 같이 죽자!! 나도 더이상 살기 싫어 
선생님 사정은 알지만 여기 있는 사람들은 무슨 죕니까
무슨죄냐고? 나는 이렇게 인생이 망가졌는데 니들만 행복하게 사는죄!! 
일단 진정하시고 좀 앉아서 얘기 좀 하십시다.
내 인생은 끝났어. 나는 이제 막다른 길이야 희망이 없다고. 얘기는 무슨 얘기
그래도 우리가 선생님을 도와드릴 수도 있잖아요? 일단 화좀 가라앉히시고요."
1914,3,"나한테 아직 빚진 거 잊지않았겠지?
살려주세요.제발 아이가 있어요.
그래서 나도 여기까지 참아온거야 알지?
죄송해요.조금만 시간을. 더.살려주세요.
너 지금 내가 장난치는 거 같애? 이게 가짜 칼로 보여?
아니에요. 절대 그런거 아닙니다.살려주세요. 
제대로 해라. 안그러면 저 방에서 자고 있는 니 새끼 평생 못깨게 해줄테니까.
안돼요. 제발요. 지금 당장 드릴 수 있는 게 없어요.
하 진짜 장난하나. 너 네가 우스워? 진짜 애새끼 데려와서 쑤셔야 정신차릴래?
그러지마세요.제발요. 정말 열심히 노력하고 있어요.제발요"
1915,3,"야 너장난해? 왜 일을 이렇게 키워
.저는 하라고 한대로 했을뿐인데.
내가 언제 이렇게 하라고 했냐 그냥 조용하게 넘어가쟀지 제발 말좀 들어라 말좀
.
대답안해? 하 너 앞으로 이런식으로 진행하면 너 명예고 나발이고 그냥 온가족 길거리 신세야
아. 제발 가족만은
누군 이러고 싶어서 이래?? 나도 죽겠다고 . 그러니 말좀 잘듣자 진짜 너하나 끝장내는거
하나도 어렵지 않아 난 말했다
다시는 이런 일 없도록 주의하겠습니다
마지막 경고야
네 알겠습니다."
1916,3,"넌 왜그러냐
뭐가?
짜증나게하잖아
뭐가 문젠데.
그냥 짜증나 너
왜.미안해
너 동생있지?
왜.?
있냐고 묻자나 이 새끼야 답만 해 디질라고 그냥
왜.그래.
동생부터 패버리게 죽여버릴까 그냥?
미안해"
1935,3,"제대로 안하지?
일단 미안해 사과할게
필요없고 오늘 안으로 보내
혹시 내일까지만 기다려 줄 수 있을까?진짜 미안한데 오늘까지는 힘들것같아.
죽고싶냐진짜 친구 죽는거 원하면
그럼 오늘 밤까지라도 안될까?친구는 제발 건들지 말아줘 약속대로.이거 하나만 부탁할게 원하는거 다 해줄게
그니까 이것만 하면 되잖아
친구 살아있다는 것만 보장해주라
그건 니가 보내고 나서 확인하고.수틀리면 니 친구 팔 잘라서 인증할게 
최대한 노력할게 조금만 기다려줘
중간에 연락 끊기면 뒤진다"
1941,3,"저기요. 커피에 머리카락 들어갔잖아요.
죄송합니다. 환불처리 해 드리겠습니다.
시끄럽고 손님에 대한 기본이 안되어 있으시네요.
아 그렇다고 왜 때려요 이거 폭행이에요
와 이런 교육을 보고 폭행이란다. 넌 더 맞아야 겠다.
자꾸 그러시면 경찰부를거에요
이게 진짜 정신을 못차리고 지금 뜨거운 주전자를 너한테 쏟아줄까
살려주세요 죄송해요.
시끄러 너 이미 경찰 불렀잖아 내가 모를줄 알아 어처피 내 인생 망했으니 화상을 입히게 해줄게
살려주세요!"
1944,3,"제발 그만 때리면 안될까
뭘 그만해 아직도 정신 못 차렸네
난 . 난 못해
눈물나는 우정이네 아오
야 000관한 소문 내라고 니가
안그러면 000때릴꺼야
애들아 제발 그만해줘 . 000는 때리면 안돼 .
그럼 시킨거 하라고
그러니까 뭐 어려운 일이라고 싫으면 그냥 더 맞어
 그냥 나를 때려 ."
1945,3,"너 여기 왜왔냐? 죽고싶어서 다시 돌아온거야?
 아니야 내꺼 가지러 온거야.
가지러 왔단다. 멀 가지러 올게 있어서 그런지 궁금하네
내것만 얼른 들고 나갈게.
올 땐 니 맘대로 들어와도 갈 땐 니맘대로 못가지. 애들아 막어.
왜 그래 나 진짜 이제 아무 것도 아니라니까.
왜 그래? 너 진짜 미쳤구나. 너 같은건 죽어야돼 알어?
제발 부탁이야 살려줘 그러니까 제발 나가게 해줘.
싫어. 너 다리하나라도 부러틀여서 나가게해줄거니까 걱정마.
아니야 제발 그러지마 내가 잘못했어. 살려줘.
야 쟤 잡고 도끼하나 가져와봐"
1947,3,"친구야. 나 할 말이 있어.
오랜만에 봤는데 왜 이리 진지모드냐? 고민있어? 
응.
야이 자식아 친구 좋은 게 뭐냐. 얼른 불어. 보증 빼곤 다 도와줄라니까.
장난 치는 거 아니야. 나. 니가 소중해서 말하는거야.
뭔데?
봤어. 그 날. 바다에서 걔 니가 죽였지.? 자수해
너 자신있어? 
응? 그게 무슨.
너희 부모님 속초에 계시지? 접때 같이 갔을 때 물 좋고 산 좋던데. 부모님 다시 뵙기 싫으면. 부탁한다. 친구야."
1968,3,"눈 좀 똑바로 뜨고 다니쇼
길다가 사람을 쳤으면 사과가 먼저 나와야하는거 아닙니까?
그쪽이 앞을 똑바로 안보고 다녀서 부딪혀놓고 누구 보고 사과하라 마라야
말은 똑바로 해야죠.그쪽이 멀쩡하게 걸어가는사람 어깨 치고 갔잖아요
싸가지 봐라 죽고싶냐?
사람한테 죽고싶냐뇨 인성이 나오시네
사람 긁는데 뭐있네 너네집 주소 불러 그냥 오늘가서 불지르고 올라니까
자꾸 그런식으로 협박하시면 이자리에서 경찰 부르겠습니다.
불러 잡혀 들어가기전에 집 찾아가서 가족들도 싹 죽여버리고 올라니까
허.답도 없는 사람이네."
